brand,product_name,model_number,category,subcategory,technical_specs,short_description,long_description,product_image_url,datasheet_url,type_id,classification_path,source_url
Sika,SikaEmaco® N 202,202,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg bag"", ""colour"": ""Concrete grey"", ""composition"": ""Polymer containing cementitious mortar with different additives"", ""shelf_life"": ""12 months from production date."", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.85 kg/l (25°C)""}","SikaEmaco® N 202 is a cementitious, polymer modified one component blowhole filler and finishing mortar. Suitable for use in hot and tropical climatic conditions.","SikaEmaco® N 202 is a cementitious, polymer modified one component blowhole filler and finishing mortar. Suitable for use in hot and tropical climatic conditions. Polymer containing cementitious mortar with different additives",,https://gcc.sika.com/dam/dms/gcc/b/pds-sikaemaco-n-202.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikaemaco-n-202.html
Sika,Sika® Intraplast® CFG,,Refurbishment,Concrete Repair,"{""036"": ""≥ 27 N/mm"", ""packaging"": ""5 and 10 kg bags"", ""colour"": ""Light grey powder"", ""composition"": ""Blend of organic and inorganic chemicals"", ""shelf_life"": ""12 months"", ""storage_conditions"": ""Store in cool and dry conditions in unopened, undamaged and sealed original packaging at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~2.06 kg/l (20 °C, w/p =0.34) (fresh mixed grout)"", ""bulk_density"": ""~0.66 kg/l (20 °C)"", ""total_chloride_ion_content"": ""Nil (EN 934)""}",Sika® Intraplast® CFG is a cable grout admixture in powder form. It introduces micro bubbles into the mix thereby promoting wet volume expansion and improves flow of the mixed grout without segregation. Suitable for use in tropical and hot climatic conditions.,"Sika® Intraplast® CFG is a cable grout admixture in powder form. It introduces micro bubbles into the mix thereby promoting wet volume expansion and improves flow of the mixed grout without segregation. Suitable for use in tropical and hot climatic conditions. Follows the requirements of ASTM C 938, ASTM C 940 and BS EN 445.",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sika-intraplast-cfg.html
Sika,SikaTop® Armatec®-110 EpoCem®,110E,Refurbishment,Concrete Repair,"{""mixed components"": ""Dark grey"", ""bonding primer  reinforcement corrosion protection"": ""SikaTop® Armatec®-110 EpoCem®"", ""light weight repair mortar"": ""Sika MonoTop®, SikaRep® series"", ""structural repair mortar"": ""Sika MonoTop®, SikaRep®, Sikadur® series"", ""pore sealer and levelling mortar"": ""Sika MonoTop®, SikaRep®, Sikagard® series"", ""5 c"": ""+10 °C"", ""packaging"": ""20 kg: A (1.14 kg) + B (2.86 kg) + C (16 kg)"", ""colour"": ""Component A:  White liquid  Component B:  Yellowish liquid  Component C:  Grey powder Mixed components:Dark grey"", ""composition"": ""Portland cement, epoxy resin, selected aggregates and additives"", ""shelf_life"": ""12 months"", ""storage_conditions"": ""Store properly in undamaged original sealed packaging, in dry cool conditions between +5 °C and +25 °C."", ""fresh_mortar_density"": ""A + B + C mixed: ~2.0 kg/l (23 °C)""}","SikaTop® Armatec®-110 EpoCem® is a cementitious, epoxy resin compensated 3-component coating material with corrosion inhibitor, used as bonding primer and reinforcement corrosion protection. SikaTop® Armatec®-110 EpoCem® meets the requirement of EN 1504-7. Suitable for use in hot and tropical climatic conditions.","SikaTop® Armatec®-110 EpoCem® is a cementitious, epoxy resin compensated 3-component coating material with corrosion inhibitor, used as bonding primer and reinforcement corrosion protection. SikaTop® Armatec®-110 EpoCem® meets the requirement of EN 1504-7. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikatop-armatec-110epocem.html
Sika,SikaEmaco® N 301,301,Refurbishment,Concrete Repair,"{""packaging"": ""20 kg bags"", ""colour"": ""Light Grey"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in original unopened packaging in cool and dry condition between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture"", ""density"": ""~1.7 kg/l (mixed at 25°C)""}","SikaEmaco® N 301 is a single component acrylic polymer modified repair mortar for use as a &#34;fairing coat&#34; or cosmetic mortar. When mixed with water, as directed, a fine grey trowellable mortar results which can readily be applied to fill in pores, blowholes and blemishes on a concrete and masonry surface. SikaEmaco® N 301 is specially formulated to produce a shrinkage compensating mortar with no cracking when applied in a thin section up to 3 mm thickness. SikaEmaco® N 301 is suitable for use in hot and tropical climatic conditions.","SikaEmaco® N 301 is a single component acrylic polymer modified repair mortar for use as a ""fairing coat"" or cosmetic mortar. When mixed with water, as directed, a fine grey trowellable mortar results which can readily be applied to fill in pores, blowholes and blemishes on a concrete and masonry surface. SikaEmaco® N 301 is specially formulated to produce a shrinkage compensating mortar with no cracking when applied in a thin section up to 3 mm thickness. SikaEmaco® N 301 is suitable for use in hot and tropical climatic conditions. Store in original unopened packaging in cool and dry condition between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture",,https://gcc.sika.com/dam/dms/gcc/6/pds-sikaemaco-n-301.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikaemaco-n-301.html
Sika,Sika MonoTop®-620 AE,620A,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg bag"", ""colour"": ""Grey powder"", ""composition"": ""Polymer containing cementitious mortar with different additives"", ""shelf_life"": ""12 months minimum from date of production if stored properly in original sealed packaging."", ""storage_conditions"": ""Store in cool and dry conditions in unopened, undamaged and sealed original packaging at temperatures between +10 °C and +40 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~2.00 kg/l""}",Sika MonoTop®-620 AE is a polymer modified cementitious mortar containing silica fume for use as a finishing and protective top coat for concrete repair patches. Suitable for use in hot and tropical climatic conditions.,Sika MonoTop®-620 AE is a polymer modified cementitious mortar containing silica fume for use as a finishing and protective top coat for concrete repair patches. Suitable for use in hot and tropical climatic conditions. Polymer containing cementitious mortar with different additives 12 months minimum from date of production if stored properly in original sealed packaging.,,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sika-monotop-620ae.html
Sika,Sikacrete®-103 Gunit AE,103,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg and 40 kg bag"", ""colour"": ""Grey"", ""composition"": ""Cementitious mortar with different additives"", ""shelf_life"": ""12 months minimum from production date"", ""storage_conditions"": ""Store in dry area in unopened original packaging at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~2.2 kg/l (+20 °C) (fresh mixed)""}","Sikacrete®-103 Gunit AE is a one component, un-accelerated, cementitious silica fume based dry spray mortar. Suitable for use in hot and tropical climatic conditions.","Sikacrete®-103 Gunit AE is a one component, un-accelerated, cementitious silica fume based dry spray mortar. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikacrete-103-gunitae.html
Sika,SikaEmaco® N 907,907,Refurbishment,Concrete Repair,"{""packaging"": ""Part A - powder component   16.66 kg bag  Part B - liquid component   5 kg jerry can  Total A+B  21.66 kg"", ""colour"": ""Light grey"", ""composition"": ""Blend of portland cement, selected aggregates and liquid acrylic"", ""shelf_life"": ""Part A (powder component)  12 months from production date   Part B (liquid component)  9 months from production date"", ""storage_conditions"": ""Store in a cool, dry area in original sealed packaging and at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.63 kg/l (25 °C)""}",SikaEmaco® N 907 is a two-component acrylic polymer modified blow hole filler and reprofiling mortar for cement based substrates. Suitable for use in hot and tropical climatic conditions.,SikaEmaco® N 907 is a two-component acrylic polymer modified blow hole filler and reprofiling mortar for cement based substrates. Suitable for use in hot and tropical climatic conditions.,,https://gcc.sika.com/dam/dms/gcc/d/pds-sikaemaco-n-907.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikaemaco-n-907.html
Sika,Sikagard®-720 EpoCem®,720,Refurbishment,Concrete Repair,"{""part c - filler"": ""Aggregate powder"", ""finish colour"": ""Matt grey"", ""part a"": ""~1.09 kg/l"", ""mixed a  b  c"": ""~2.08 kg/l"", ""top coating"": ""can be left un-coated or suitable product from the Sikafloor"", ""30 c"": ""~4 d"", ""packaging"": ""Pre-dosed 21 kg sets. \n   Part A  1.14 kg plastic container  Part B  2.86 kg plastic container  Part C  17 kg bag"", ""colour"": ""Part A - Resin  White liquid Part B - Hardener Transparent yellow liquid Part C - FillerAggregate powderFinish ColourMatt grey"", ""composition"": ""Epoxy modified cementitious mortar."", ""shelf_life"": ""Part A, Part B  12 months Part C 9 months"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging, in dry conditions at temperatures between +5 °C and +30 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""Part A~1.09 kg/l Part B  ~1.02 kg/l  Mixed resin ~1.40 kg/lMixed A + B + C:~2.08 kg/l \n  all density values at +25 °C""}","Sikagard®-720 EpoCem® is a three part, epoxy modified cementitious, thixotropic, fine textured mortar for levelling and finishing of concrete, mortar or stone surfaces. Suitable for use in hot and tropical climatic conditions.","Sikagard®-720 EpoCem® is a three part, epoxy modified cementitious, thixotropic, fine textured mortar for levelling and finishing of concrete, mortar or stone surfaces. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikagard-720-epocem.html
Sika,SikaEmaco® N 105,105,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg bag"", ""colour"": ""Grey Powder"", ""composition"": ""Polymer containing cementitious mortar with different additives"", ""shelf_life"": ""12 months from production date"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.85 kg/l (25°C)""}","SikaEmaco® N 105 is a cementitious, polymer modified one component fairing coat. Cosmetic mortar for concrete surfaces. Suitable for use in hot and tropical climatic conditions.","SikaEmaco® N 105 is a cementitious, polymer modified one component fairing coat. Cosmetic mortar for concrete surfaces. Suitable for use in hot and tropical climatic conditions. Polymer containing cementitious mortar with different additives",,https://gcc.sika.com/dam/dms/gcc/z/pds-sikaemaco-n-105.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikaemaco-n-105.html
Sika,Sika MonoTop® HSF,,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg paper bags"", ""colour"": ""Grey powder"", ""composition"": ""Polymer containing cementitious mortar with different additives and synthetic fibres"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in a cool, dry area in original sealed packaging and at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~2.15 kg/l (+25 °C)""}","Sika MonoTop® HSF is a single component cementitious, silica fume containing, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions.","Sika MonoTop® HSF is a single component cementitious, silica fume containing, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions. Polymer containing cementitious mortar with different additives and synthetic fibres",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sika-monotop-hsf.html
Sika,Sikacrete®-213 F,213,Refurbishment,Concrete Repair,"{""packaging"": ""12 kg bags"", ""colour"": ""Grey powder"", ""composition"": ""Cementitious material containing phyllosilicate aggregates"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in a cool, dry area in original sealed packaging and temperatures between +5°C and +30°C. Protect from direct sunlight, heat and moisture."", ""density"": ""Powder: ~0.37 kg/l Fresh mixed: ~1.18 kg/l 28 days after application: ~0.61 kg/l (sprayed)""}","Cement based pre-bagged, dry mix fire protection mortar for wet sprayed application especially for concrete structures in tunnel construction. Suitable for use in hot and tropical climatic conditions.","Cement based pre-bagged, dry mix fire protection mortar for wet sprayed application especially for concrete structures in tunnel construction. Suitable for use in hot and tropical climatic conditions. Cementitious material containing phyllosilicate aggregates",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikacrete-213-f.html
Sika,SikaEmaco® S 422,422,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg bags"", ""colour"": ""Grey powder"", ""composition"": ""Polymer containing cementitious mortar with different additives and synthetic fibres"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in a cool, dry area in original sealed packaging and at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~2.21 kg/l (+25 °C)""}","SikaEmaco® S 422 is a single component, cementitious, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions.","SikaEmaco® S 422 is a single component, cementitious, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions. Polymer containing cementitious mortar with different additives and synthetic fibres",,https://gcc.sika.com/dam/dms/gcc/7/pds-sikaemaco-s-422.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikaemaco-s-422.html
Sika,Sikacrete®-114 AE,114,Refurbishment,Concrete Repair,"{""packaging"": ""40 kg bag"", ""colour"": ""Grey mix of powder and aggregates"", ""composition"": ""Portland cement, selected fillers and aggregates, special additives"", ""shelf_life"": ""12 months from the date of production"", ""storage_conditions"": ""Store in original unopened packaging in cool and dry condition between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~2.4 kg/l  (25 °C) (fresh mortar)""}","Sikacrete®-114 AE is a one component, free-flowing, high strength, shrinkage compensated, cement based micro-concrete with a maximum aggregate size of 10 millimeter. Suitable for use in hot and tropical climatic conditions.","Sikacrete®-114 AE is a one component, free-flowing, high strength, shrinkage compensated, cement based micro-concrete with a maximum aggregate size of 10 millimeter. Suitable for use in hot and tropical climatic conditions. Portland cement, selected fillers and aggregates, special additives",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikacrete-114-ae.html
Sika,Sikadur-Combiflex® SG-10 P,10P,Waterproofing,Joint Waterproofing,"{""12 nmm"": ""(EN 12311-2)"", ""50 nmm"": ""(EN12310-2)"", ""packaging"": ""1 roll of 25 m length \n  Refer to current price list for packaging variations"", ""colour"": ""Flexible light grey membrane"", ""composition"": ""Modified flexible Polyolefin (FPO)"", ""shelf_life"": ""36 months from date of production"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging in dry conditions. Opened and unprotected rolls must be used within 2 months. Always refer to packaging.""}","Sikadur-Combiflex® SG-10 P is a flexible waterproofing tape based on modified flexible Polyolefin (FPO) with advanced adhesion properties. Thickness 1,0 mm. The product is part of the Sikadur Combiflex® SG System.","Sikadur-Combiflex® SG-10 P is a flexible waterproofing tape based on modified flexible Polyolefin (FPO) with advanced adhesion properties. Thickness 1,0 mm. The product is part of the Sikadur Combiflex® SG System. Refer to current price list for packaging variations",,,,,https://gcc.sika.com/en/construction/waterproofing/joint-waterproofing/sikadur-combiflexsg-10p.html
