brand,product_name,model_number,category,subcategory,technical_specs,short_description,long_description,product_image_url,datasheet_url,type_id,classification_path,source_url
Sika,SikaProof® Tape-150 A,150A,Waterproofing,Sheet Membrane,"{""packaging"": ""2 rolls packed in one cardboard box, each roll 25 m long and 150 mm width"", ""colour"": ""Top layer with white fleece and sealant (SikaProof® fully bonded system) coated on a yellow carrier film. Bottom layer with polyacrylate adhesive cover with a white release film."", ""shelf_life"": ""18 months shelf life from date of production if stored properly in undamaged, unopened, original sealed packaging. (For expiry date see label)"", ""storage_conditions"": ""Dry storage at temperatures from +5 °C up to +30 °C. Protect from direct sunlight, rain, snow, ice, humidity, etc. Store in a horizontal position. Do not stack pallets of the rolls on top of each other, or under pallets of any other materials during transport or storage.""}","SikaProof® Tape-150 A is a self‐adhesive tape, based on a polyacrylate adhesive on a yellow carrier film coated with the SikaProof A fully bonded system. Suitable for use in hot and tropical climatic conditions.","SikaProof® Tape-150 A is a self‐adhesive tape, based on a polyacrylate adhesive on a yellow carrier film coated with the SikaProof A fully bonded system. Suitable for use in hot and tropical climatic conditions. 2 rolls packed in one cardboard box, each roll 25 m long and 150 mm width Top layer with white fleece and sealant (SikaProof® fully bonded system) coated on a yellow carrier film. Bottom layer with polyacrylate adhesive cover with a white release film. 18 months shelf life from date of production if stored properly in undamaged, unopened, original sealed packaging. (For expiry date see label) Dry storage at temperatures from +5 °C up to +30 °C. Protect from direct sunlight, rain, snow, ice, humidity, etc. Store in a horizontal position. Do not stack pallets of the rolls on top of each other, or under pallets of any other materials during transport or storage.",,,,,https://gcc.sika.com/en/construction/waterproofing/sheet-membrane/sikaproof-tape-150a.html
Sika,SikaCeram®-117,117,Building Finishing,Tiling System,"{""after heat ageing"": ""≥ 0.5 N/mm"", ""20 min 23 c"": ""(EN 12004-2)"", ""6mm"": ""~2.20 kg/m"", ""10mm"": ""~7.40 m"", ""solid bed application"": ""~1.40 kg/mm thickness"", ""8mm"": ""~9.30 m"", ""packaging"": ""25 kg and 40 kg bag"", ""colour"": ""Grey or white powder"", ""composition"": ""Portland cement, selected aggregates."", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture.""}","SikaCeram®-117 is one-pack, C1 class, premixed adhesive, consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-117 is one-pack, C1 class, premixed adhesive, consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions SikaCeram®-117 is certified according ""Low Emitting Materials as per Al Sa'fat - Dubai Green Building Evaluation System"" by Dubai Central Laboratory (DCL) certificate No. CL17020432",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-117.html
Sika,SikaCeram®-51,51,Building Finishing,Tiling System,"{""after heat ageing"": ""≥ 0.5 N/mm"", ""packaging"": ""Grey color - 25 kg bag \n  White color - 20 kg bag"", ""colour"": ""Grey or white powder"", ""composition"": ""Portland cement, selected aggregates."", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.70 kg/l (+25 °C)""}","SikaCeram®-51 is one-pack premixed adhesive consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-51 is one-pack premixed adhesive consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-51.html
Sika,SikaCeram®-116 Standard,116,Building Finishing,Tiling System,"{""wp  026"": ""Value"", ""after water immersion"": ""≥ 0.6 N/mm"", ""after heat ageing"": ""≥ 0.6 N/mm"", ""packaging"": ""20 kg bag"", ""colour"": ""White powder"", ""composition"": ""Portland cement, selected aggregates"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.50 kg/l (25 °C)""}","SikaCeram®-116 Standard is one-pack, premixed adhesive consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives. Used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-116 Standard is one-pack, premixed adhesive consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives. Used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions SikaCeram®-116 Standard follows the requirements of EN 12004 class C1 TE and complies to the requirements of ANSI 118.4 for shear strength.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-116-standard.html
Sika,SikaCeram® WP Tape,,Building Finishing,Tiling System,"{""packaging"": ""Roll width:  200 mm  Roll length:  50 m"", ""colour"": ""Grey"", ""composition"": ""Polypropylene"", ""shelf_life"": ""24 months from production date"", ""storage_conditions"": ""Store flat in original, unopened and undamaged sealed packaging in dry conditions. Do not expose to direct sunlight or other heat sources.""}","SikaCeram® WP Tape is a special polypropylene non-woven tape that is designed to reinforce and waterproof joints, corners, covers, angles, changes of plane, pipe penetrations and changes in material, as part of the Sikalastic® WP 668 waterproofing system.","SikaCeram® WP Tape is a special polypropylene non-woven tape that is designed to reinforce and waterproof joints, corners, covers, angles, changes of plane, pipe penetrations and changes in material, as part of the Sikalastic® WP 668 waterproofing system.",,https://gcc.sika.com/dam/dms/gcc/w/pds-sikaceram-wptape.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-wp-tape.html
Sika,SikaCeram®-200 BH,200,Building Finishing,Tiling System,"{""after heat ageing"": ""≥ 1.10 N/mm"", ""packaging"": ""20 kg bag"", ""colour"": ""Grey and white powder"", ""composition"": ""Portland cement, selected aggregates and polymers"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.70 kg/l (25 °C)""}","SikaCeram®-200 BH is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of high resistance cements, selected silicon / quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-200 BH is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of high resistance cements, selected silicon / quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions. SikaCeram®-200 BH follows the main requirements of EN 12004 class C2 TE.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-200-bh.html
Sika,Sikadur®-43 TA,43,Building Finishing,Tiling System,"{""packaging"": ""Standard unit: 34 kg \n   \n   Component: A  Component: B  Component: C  Component: A+B+C  4 kg  2 kg  28kg  34 kg"", ""colour"": ""Grey (mixed components A+B+C)"", ""composition"": ""Epoxy resin"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~2.00 kg/l (mixed comp.: A+B+C)""}","Sikadur®-43 TA is a solvent-free, thixotropic, three-component tile adhesive, based on a combination of epoxy resins and specially selected high strength fillers. Suitable for use in hot and tropical climatic conditions.","Sikadur®-43 TA is a solvent-free, thixotropic, three-component tile adhesive, based on a combination of epoxy resins and specially selected high strength fillers. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikadur-43-ta.html
Sika,SikaCeram®-255 StarFlex LD AE,255,Building Finishing,Tiling System,"{""initial"": ""≥ 1.3 N/mm"", ""after water imersion"": ""≥ 1.0 N/mm"", ""after heat ageing"": ""≥ 1.0 N/mm"", ""packaging"": ""25 kg bag"", ""colour"": ""Grey powder"", ""composition"": ""Portland cement, selected aggregates and polymers"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.60 kg/l (25 °C)""}","SikaCeram®-255 StarFlex LD AE is a cement-based, high performance, polymer containing, deformable, one-pack tile adhesive. It can be used in layers up to 10 mm. SikaCeram®-255 StarFlex LD AE is suitable for setting all kind of tiles on both floors and walls, inside and outside for residential and commercial areas on heated floors, balconies, terraces and swimming pools. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-255 StarFlex LD AE is a cement-based, high performance, polymer containing, deformable, one-pack tile adhesive. It can be used in layers up to 10 mm. SikaCeram®-255 StarFlex LD AE is suitable for setting all kind of tiles on both floors and walls, inside and outside for residential and commercial areas on heated floors, balconies, terraces and swimming pools. Suitable for use in hot and tropical climatic conditions. SikaCeram®-255 StarFlex LD AE follows the main requirements of EN 12004 and ISO 13007-1 for class C2 TE S1 and main requirements of ANSI 118.15, ANSI 118.4 and ANSI 118.1.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-255-starflexldae.html
Sika,SikaCeram® FLX 25,25,Building Finishing,Tiling System,"{""after heat ageing"": ""≥ 1.0 N/mm"", ""tiles can be grouted"": ""~24 h"", ""foot traffic"": ""~24 h"", ""able to bear weight"": ""~7 days"", ""fully cured"": ""~28 days"", ""packaging"": ""20 kg bag"", ""colour"": ""Grey powder"", ""composition"": ""Powder mixture with elastifying polymers. Does not contain any asbestos or other mineral fibers. No injurious silica dust during the application."", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture.""}","SikaCeram® FLX 25 is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of portland cement, sand and specific additives. Suitable for use in hot and tropical climatic conditions.","SikaCeram® FLX 25 is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of portland cement, sand and specific additives. Suitable for use in hot and tropical climatic conditions. SikaCeram® FLX 25 meets the requirements of EN 12004-1 for class C2TES2 Powder mixture with elastifying polymers. Does not contain any asbestos or other mineral fibers. No injurious silica dust during the application.",,https://gcc.sika.com/dam/dms/gcc/k/pds-sikaceram-flx25.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-flx-25.html
Sika,SikaCeram®-102 SA,102,Building Finishing,Tiling System,"{""wp  023"": ""Value"", ""initial"": ""≥ 0.5 N/mm"", ""20 min 23 c"": ""(12004-2)"", ""packaging"": ""20, 50 kg bag"", ""colour"": ""Grey or white powder"", ""composition"": ""Portland cement, selected aggregates"", ""shelf_life"": ""12 months minimum from date of production."", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.50 kg/l (25 °C)""}","SikaCeram®-102 SA is one-pack premixed adhesive consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-102 SA is one-pack premixed adhesive consisting of high resistance cements, selected silicon/quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. It is ready to use with the addition of water. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-102-sa.html
Sika,SikaCeram® FLX 441,441,Building Finishing,Tiling System,"{""1 day"": ""≥ 2 N/mm²"", ""45 min"": ""(+23°C/ 50 % r.h.)"", ""20 min"": ""(+23°C/ 50 % r.h.)"", ""120 min"": ""(+23°C/ 50 % r.h.)"", ""195 min"": ""(+23°C/ 50 % r.h.)"", ""walkable after"": ""~6 h"", ""groutable after"": ""~6 h"", ""able to bear weight after"": ""~24 h"", ""packaging"": ""A component  25 kg bag  B component  5.5 kg jerry can"", ""colour"": ""Grey or white powder"", ""composition"": ""Cement mortar mix with additives. Does not contain asbestos or other mineral fibres. No injurious silica dust during the application."", ""shelf_life"": ""6 months from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.7 kg/l (mixed, at 25°C)"", ""ph-value"": ""12""}","SikaCeram® FLX 441 is a 2-component, cement based, polymer modified, highly stable, high performance, deformable cementitious adhesive used for adhesion of natural stones, granites, marbles and glass mosaics. Can also be used to bond ceramics. Suitable for use in hot and tropical climatic conditions.","SikaCeram® FLX 441 is a 2-component, cement based, polymer modified, highly stable, high performance, deformable cementitious adhesive used for adhesion of natural stones, granites, marbles and glass mosaics. Can also be used to bond ceramics. Suitable for use in hot and tropical climatic conditions.",,https://gcc.sika.com/dam/dms/gcc/q/pds-sikaceram-flx441.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-flx-441.html
Sika,SikaCeram®-217,217,Building Finishing,Tiling System,"{""initial"": ""~1.3 N/mm"", ""after water imersion"": ""~1.1 N/mm"", ""after heat ageing"": ""~1.2 N/mm"", ""after freeze-thaw cycles"": ""~1.1 N/mm"", ""packaging"": ""25 kg and 40 kg bag"", ""colour"": ""Grey and white powder"", ""composition"": ""Portland cement, selected aggregates and polymers"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture"", ""fresh_mortar_density"": ""~1.70 kg/l (25 °C)""}","SikaCeram®-217 is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of high resistance cements, selected silicon / quartz mineral charges and specific additives, used as tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-217 is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of high resistance cements, selected silicon / quartz mineral charges and specific additives, used as tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions. SikaCeram®-217 is certified according ""Low Emitting Materials as per Al Sa'fat - Dubai Green Building Evaluation System"" by Dubai Central Laboratory (DCL) certificate No. CL17020432",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-217.html
Sika,SikaCeram®-801 RTG,801,Building Finishing,Tiling System,"{""009  3 days"": ""(ASTM C531)"", ""water immersion"": ""~7 days"", ""packaging"": ""Part A  4.55 kg  Part B  0.45 kg  Part A + B  5 kg set  \n   \n   Part A  9.10 kg  Part B  0.90 kg  Part A + B  10 kg set"", ""colour"": ""Available in various colours. Please refer to Sika’s tile grout colour chart."", ""composition"": ""Epoxy resin, quartz aggregates and specific admixtures"", ""shelf_life"": ""12 months from date of production if stored properly"", ""storage_conditions"": ""Store in a cool, dry area in original sealed packaging and at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""Mixed: ~1.8 kg/l""}","SikaCeram®-801 RTG is a two-pack tile grout and tile adhesive, based on epoxy resin, featuring a smooth surface in various colours. It is ideal for applications in areas demanding perfect cleanliness, high chemical and mechanical resistance. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-801 RTG is a two-pack tile grout and tile adhesive, based on epoxy resin, featuring a smooth surface in various colours. It is ideal for applications in areas demanding perfect cleanliness, high chemical and mechanical resistance. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-grout/sikaceram-801-rtg.html
Sika,SikaCeram®-333,333,Building Finishing,Tiling System,"{""packaging"": ""20 L"", ""colour"": ""Water-like liquid, colourless."", ""composition"": ""Oil in water silane-siloxane emulsion"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in original, unopened, sealed and undamaged packaging in dry condition at temperatures between +5°C and +30°C. Protect from moisture and direct sunlight. Close container tightly after each use."", ""density"": ""~1.0 kg/l (at 25°C)""}","SikaCeram®-333 is a 1-component, low viscosity, water based, colourless, non-sheen, penetrating sealer. It is formulated to provide water repellency and stain protection and may also be used as a pre-grouting sealer. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-333 is a 1-component, low viscosity, water based, colourless, non-sheen, penetrating sealer. It is formulated to provide water repellency and stain protection and may also be used as a pre-grouting sealer. Suitable for use in hot and tropical climatic conditions.",,https://gcc.sika.com/dam/dms/gcc/c/pds-sikaceram-333.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-grout/sikaceram-333.html
Sika,SikaCeram®-530,530,Building Finishing,Tiling System,"{""packaging"": ""5 kg and 18 kg bags"", ""composition"": ""Blend of cement, fillers and organic additives"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in cool and dry conditions in unopened, undamaged and sealed original packaging at temperatures between +10 °C and +40 °C. Protect from direct sunlight, heat and moisture. Avoid excessive compaction."", ""density"": ""~1.78 kg/l (mixed, at 25 °C)""}","SikaCeram®-530 is a 1-component, fine, coloured, polymer modified, unsanded cementitious tile grout for joints up to 6 mm width. When mixed with water, provides a smooth, easily applied creamy paste for clean grouting of tiles. It sets to a decorative water-resistant finish suitable to be used as grout for ceramic, porcelain and moisture resistant natural stones tiles. It is particularly used in conjunction with SikaCeram® range of tile adhesives. Suitable to use in hot and tropical climatic conditions.","SikaCeram®-530 is a 1-component, fine, coloured, polymer modified, unsanded cementitious tile grout for joints up to 6 mm width. When mixed with water, provides a smooth, easily applied creamy paste for clean grouting of tiles. It sets to a decorative water-resistant finish suitable to be used as grout for ceramic, porcelain and moisture resistant natural stones tiles. It is particularly used in conjunction with SikaCeram® range of tile adhesives. Suitable to use in hot and tropical climatic conditions. SikaCeram®-530 complies to requirements of EN 13888 for class CG2 and ANSI 118.7.",,https://gcc.sika.com/dam/dms/gcc/e/pds-sikaceram-530.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-grout/sikaceram-530.html
Sika,SikaCeram®-706,706,Building Finishing,Tiling System,"{""light foot traffic"": ""~16 hours"", ""8 mm"": ""~3.2 kg/m"", ""solid bed application"": ""~1.6 kg/mm thickness"", ""packaging"": ""5 kg combined unit (Part A + Part B)"", ""colour"": ""White and Grey"", ""composition"": ""Epoxy resin with fine fillers"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in undamaged, original sealed packaging in dry conditions at temperatures between +5°C and +30°C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.55 kg/l (mixed, at +25°C)""}","A two-component, epoxy resin based adhesive for permanent bedding of all types of tiles, natural stones, glass mosaics and agglomerates. Suitable for use in hot and tropical climatic conditions.","A two-component, epoxy resin based adhesive for permanent bedding of all types of tiles, natural stones, glass mosaics and agglomerates. Suitable for use in hot and tropical climatic conditions. SikaCeram®-706 meets the requirements of EN 12004 for class R2T.",,https://gcc.sika.com/dam/dms/gcc/g/pds-sikaceram-706.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-706.html
Sika,SikaCeram®-101,101,Building Finishing,Tiling System,"{""grey wp  022"": ""Value"", ""initial"": ""≥ 0.7 N/mm"", ""after water immersion"": ""≥ 0.5 N/mm"", ""after heat ageing"": ""≥ 0.5 N/mm"", ""10 min 23 c"": ""(EN 12004-2)"", ""floor tiles can be grouted"": ""After 24 - 36 h"", ""wall tiles can be grouted"": ""After 4 - 6 h"", ""surface can be used after"": ""After 14 d"", ""packaging"": ""25 kg and 40 kg bag"", ""colour"": ""Grey and white powder"", ""composition"": ""Portland cement, selected aggregates and polymers"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between 5 °C and 35 °C. Protect from direct sunlight, heat and moisture.""}","SikaCeram®-101 is C1 T class, onepack, polymer (latex) containing, water resistant, premixed adhesive. Consisting of high resistance cements, selected silicon/ quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-101 is C1 T class, onepack, polymer (latex) containing, water resistant, premixed adhesive. Consisting of high resistance cements, selected silicon/ quartz mineral charges and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions. SikaCeram®-101 is certified according ""Low Emitting Materials as per Al Sa'fat - Dubai Green Building Evaluation System"" by Dubai Central Laboratory (DCL) certificate No. CL17020432",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-101.html
Sika,SikaCeram® FLX 23,23,Building Finishing,Tiling System,"{""after heat ageing"": ""≥ 1.0 N/mm"", ""able to bear weight"": ""~7 days"", ""packaging"": ""20 kg bag"", ""colour"": ""Grey or white powder"", ""composition"": ""Powder mixture with elastifying polymers. Does not contain any asbestos or other mineral fibres. No injurious silica dust during the application."", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture.""}","SikaCeram® FLX 23 is a high performance, one-pack, flexible polymer containing, water resistant, premixed adhesive. Consisting of portland cement, sand and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions.","SikaCeram® FLX 23 is a high performance, one-pack, flexible polymer containing, water resistant, premixed adhesive. Consisting of portland cement, sand and specific additives, used as thin bed tile adhesive for permanent fixing of ceramic tiles. Suitable for use in hot and tropical climatic conditions.",,https://gcc.sika.com/dam/dms/gcc/6/pds-sikaceram-flx23.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-flx-23.html
Sika,SikaCeram®-750,750,Building Finishing,Tiling System,"{""10 mm"": ""~4.2 kg/m"", ""solid bed application"": ""~1.6 kg/m"", ""packaging"": ""5 kg set (Part A + Part B)"", ""colour"": ""White"", ""composition"": ""Polyurethane resin"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in undamaged, original sealed packaging in dry conditions at temperatures between +5°C and +23°C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.55 -1.61 kg/l (mixed, at 25°C)""}","SikaCeram®-750 is a solvent-free, two-component polyurethane tile adhesive for laying of ceramic tiles and natural stones on critical substrates such as metal, PVC and plastic-based layered panels. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-750 is a solvent-free, two-component polyurethane tile adhesive for laying of ceramic tiles and natural stones on critical substrates such as metal, PVC and plastic-based layered panels. Suitable for use in hot and tropical climatic conditions. SikaCeram®-750 meets the requirements of EN 12004-1 for class R2T.",,https://gcc.sika.com/dam/dms/gcc/b/pds-sikaceram-750.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-750.html
Sika,SikaCeram®-503 TG,503,Building Finishing,Tiling System,"{""packaging"": ""20 and 25 kg bag"", ""colour"": ""Grey and white"", ""composition"": ""Cement, polymers, fillers and additives"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in cool and dry conditions in unopened, undamaged and sealed original packaging at temperatures between +10 °C and +40 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.80 kg/l""}","SikaCeram®-503 TG is a 1-component, polymer - latex modified and water resistant cementitious tile grout for joints up to 6 mm. It is particularly used in conjunction with SikaCeram® tile adhesives. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-503 TG is 1-component, polymer - latex modified and water resistant cementitious tile grout for joints up to 6 mm. It is particularly used in conjunction with SikaCeram tile adhesives. Suitable for use in hot and tropical climatic conditions. SikaCeram®-503 TG follows the requirements of EN 13888 for class CG2.",,,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-grout/sikaceram-503-tg.html
Sika,SikaCeram® FLX 24,24,Building Finishing,Tiling System,"{""initial"": ""≥ 1.5 N/mm"", ""after water immersion"": ""≥ 1.0 N/mm"", ""after heat ageing"": ""≥ 1.3 N/mm"", ""value"": ""Requirements"", ""05 mm"": ""≤ 0.5 mm"", ""tiles can be grouted"": ""~24 h"", ""foot traffic"": ""~24 h"", ""fully cured"": ""~7 days"", ""packaging"": ""20 kg bag"", ""colour"": ""Grey or white powder"", ""composition"": ""Powder mixture with elastifying polymers. Does not contain any asbestos or other mineral fibers. No injurious silica dust during the application."", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture.""}","SikaCeram® FLX 24 is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of portland cement, sand and specific additives. Suitable for use in hot and tropical climatic conditions.","SikaCeram® FLX 24 is a high performance, one-pack, polymer containing, water resistant, premixed adhesive. Consisting of portland cement, sand and specific additives. Suitable for use in hot and tropical climatic conditions. Powder mixture with elastifying polymers. Does not contain any asbestos or other mineral fibers. No injurious silica dust during the application.",,https://gcc.sika.com/dam/dms/gcc/j/pds-sikaceram-flx24.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-adhesive/sikaceram-flx-24.html
Sika,SikaCeram®-545,545,Building Finishing,Tiling System,"{""packaging"": ""18 kg bag"", ""composition"": ""Blend of hydrophobic cement, fillers and organic additives"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in cool and dry conditions in unopened, undamaged and sealed original packaging at temperatures between +10°C and +40°C. Protect from direct sunlight, heat and moisture. Avoid excessive compaction."", ""density"": ""~1.88 kg/l (mixed, at 25°C)""}","SikaCeram®-545 is a 1-component, fine coloured highly polymer modified powder which, when mixed with water, gives a smooth, easily applied creamy paste for clean grouting of ceramic tiles and natural stone. Mix provides premium quality, flexible, water and abrasion resistant joint grout, for joints of 1 - 10 mm width. SikaCeram®-545 is formulated using the latest grout technology including hydrophobic, easy to clean, and anti-bacterial properties. Suitable for use in hot and tropical climatic conditions.","SikaCeram®-545 is a 1-component, fine coloured highly polymer modified powder which, when mixed with water, gives a smooth, easily applied creamy paste for clean grouting of ceramic tiles and natural stone. Mix provides premium quality, flexible, water and abrasion resistant joint grout, for joints of 1 - 10 mm width. SikaCeram®-545 is formulated using the latest grout technology including hydrophobic, easy to clean, and anti-bacterial properties. Suitable for use in hot and tropical climatic conditions. SikaCeram®-545 conforms to the requirements of EN 13888:2009 for class",,https://gcc.sika.com/dam/dms/gcc/2/pds-sikaceram-545.pdf,,,https://gcc.sika.com/en/construction/building-finishing/tiling-system/tile-grout/sikaceram-545.html
